Country,Province/Territory,District/Agency,Region Type,Date,Indicators,Values,Unit
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,2907,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Male Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,16,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,2759,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Female Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,27.2,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Children (6 - 10) enrolled in Primary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,5666,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Children (6 - 10) enrolled in Primary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Gender parity index (GPI) for Primary School NER - Rural,0.42,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Gender parity index (GPI) for Primary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,7.5,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,6.4,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,2.3,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,4.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,19.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,8.5,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,9.6,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,11.5,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,8.2,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,2,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,4.1,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,5.1,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools,14.9,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Male Children (10 - 12) enrolled in Middle Schools,1595,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools,187,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools,171,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools,74,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools,89,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools,82,Number
